"location","site_name","survey_year","taxon","latitude","longitude","survey.mean"
"Tasmania - North","Iron Baron Impact, 10m","1996","Ecklonia radiata",-41.04787,146.74002,1.9
"Tasmania - North","North West, Hebe Reef","1995","Ecklonia radiata",-41.04788,146.73749,0
"Tasmania - North","North West, Hebe Reef","1996","Ecklonia radiata",-41.04788,146.73749,0
"Tasmania - North","North East","1995","Ecklonia radiata",-41.04846,146.74284,0.2
"Tasmania - North","North East","1996","Ecklonia radiata",-41.04846,146.74284,0.4
"Tasmania - North","Waterhouse Island (central)","2006","Ecklonia radiata",-40.79648,147.62633,0
"Tasmania - North","Little Waterhouse Island","2006","Ecklonia radiata",-40.82248,147.62833,1.8
"Tasmania - North","North Croppies Point, 5m","2006","Ecklonia radiata",-40.84848,147.59433,0.3
"Tasmania - North","Cape Portland","2006","Ecklonia radiata",-40.76247,147.93832,0
"Tasmania - North","Waterhouse Point","2006","Ecklonia radiata",-40.81948,147.67032,1.4
"Tasmania - North","Waterhouse Island North","2006","Ecklonia radiata",-40.77848,147.64133,0.3
"Tasmania - North","Waterhouse Bay","2006","Ecklonia radiata",-40.84431,147.61958,0
"Tasmania - North","Waterhouse Island West","2006","Ecklonia radiata",-40.80484,147.6208,0
"Tasmania - North","North Croppies Point, 10m","2006","Ecklonia radiata",-40.84724,147.5937,0
"Tasmania - North","Boat Harbour","2007","Ecklonia radiata",-40.9245,145.61935,15.7
"Tasmania - North","Table Cape","2007","Ecklonia radiata",-40.9435,145.72037,4.7
"Tasmania - North","Nut","2007","Ecklonia radiata",-40.7665,145.30836,51
"Tasmania - North","West of Nut","2007","Ecklonia radiata",-40.7405,145.29836,4.2
"Tasmania - North","Goat Island, 10m","2007","Ecklonia radiata",-41.13136,146.14314,0.1
"Tasmania - North","West Ulverstone, 10m","2007","Ecklonia radiata",-41.1327,146.15506,5.6
"Tasmania - North","Penguin Point, 10m","2007","Ecklonia radiata",-41.116,146.1208,0.5
"Tasmania - North","Lillico Beach, 10m","2007","Ecklonia radiata",-41.1527,146.29324,0
"Tasmania - North","Outer Sister (West), 5m","2007","Ecklonia radiata",-41.1198,146.12694,6
"Tasmania - North","Tea-tree Point, 10m","2007","Ecklonia radiata",-41.11339,146.10599,0
"Tasmania - North","Goat Island, 5m","2007","Ecklonia radiata",-41.13433,146.13724,2.3
"Tasmania - North","Piggery, 5m","2007","Ecklonia radiata",-41.1165,146.10439,0.2
"Tasmania - North","Penguin, 5m","2007","Ecklonia radiata",-41.10429,146.07346,2.8
"Tasmania - North","Low Head","2007","Ecklonia radiata",-41.05436,146.79001,1.1
"Tasmania - North","West Head","2007","Ecklonia radiata",-41.06141,146.7097,0.3
"Tasmania - North","Badger Head","2007","Ecklonia radiata",-41.09892,146.64201,5
"Tasmania - North","Stony Head","2007","Ecklonia radiata",-40.98029,147.02135,6.3
"Tasmania - North","Horseshoe Reef","2007","Ecklonia radiata",-41.14274,146.42592,0.6
"Tasmania - North","Don Heads","2007","Ecklonia radiata",-41.15373,146.31517,15.6
"Tasmania - North","Five Mile Bluff","2007","Ecklonia radiata",-41.01829,146.87592,0
"Tasmania - North","Barrel Rock","2007","Ecklonia radiata",-41.06547,146.7905,0.9
"Tasmania - North","Low Head, Pilots Bay, 5m","2007","Ecklonia radiata",-41.05602,146.78432,3.1
"Tasmania - North","Two Mile Reef","2007","Ecklonia radiata",-41.03787,146.81955,0
"Tasmania - North","Beach Reef","2007","Ecklonia radiata",-41.03429,146.84142,0
"Tasmania - North","Lillico Beach, 10m","2017","Ecklonia radiata",-41.1527,146.29324,0
"Tasmania - North","Penguin Point, 10m","2017","Ecklonia radiata",-41.116,146.1208,0
"Tasmania - North","Goat Island, 5m","2017","Ecklonia radiata",-41.13433,146.13724,0.4
"Tasmania - North","West Ulverstone, 10m","2017","Ecklonia radiata",-41.1327,146.15506,5.1
"Tasmania - North","Goat Island, 10m","2017","Ecklonia radiata",-41.13136,146.14314,0
"Tasmania - North","Penguin, 5m","2017","Ecklonia radiata",-41.10429,146.07346,2.3
"Tasmania - North","Outer Sister (West), 5m","2017","Ecklonia radiata",-41.1198,146.12694,4.3
"Tasmania - North","Piggery, 5m","2017","Ecklonia radiata",-41.1165,146.10439,0
"Tasmania - North","Tea-tree Point, 10m","2017","Ecklonia radiata",-41.11339,146.10599,0
"Tasmania - North","Doctors Rocks","2017","Ecklonia radiata",-41.0032,145.78276,1.4
"Tasmania - North","Horseshoe Reef","2017","Ecklonia radiata",-41.14274,146.42592,1.2
"Tasmania - North","West of Nut","2017","Ecklonia radiata",-40.7405,145.29836,1.1
"Tasmania - North","Nut","2017","Ecklonia radiata",-40.7665,145.30836,37.5
"Tasmania - North","Table Cape","2017","Ecklonia radiata",-40.9435,145.72037,7.3
"Tasmania - North","Don Heads","2017","Ecklonia radiata",-41.15373,146.31517,7.6
"Tasmania - North","Blythe Heads","2017","Ecklonia radiata",-41.07827,146.00557,1.2
"Tasmania - North","Wivenhoe","2017","Ecklonia radiata",-41.06364,145.94133,2.5
"Tasmania - North","West Park","2017","Ecklonia radiata",-41.04268,145.89755,0
"Tasmania - North","Cooee","2017","Ecklonia radiata",-41.03583,145.86574,1
"Tasmania - North","Somerset Rocks","2017","Ecklonia radiata",-41.03111,145.8251,0
"Tasmania - North","Round Hill Point","2017","Ecklonia radiata",-41.06238,145.96317,0.6
"Tasmania - North","Boat Harbour","2017","Ecklonia radiata",-40.9245,145.61935,2.4
"Tasmania - North","Waterhouse Island (central)","2018","Ecklonia radiata",-40.79648,147.62633,0
"Tasmania - North","Little Waterhouse Island","2018","Ecklonia radiata",-40.82248,147.62833,0
"Tasmania - North","North Croppies Point, 5m","2018","Ecklonia radiata",-40.84848,147.59433,0
"Tasmania - North","Waterhouse Point","2018","Ecklonia radiata",-40.81948,147.67032,0
"Tasmania - North","Waterhouse Island North","2018","Ecklonia radiata",-40.77848,147.64133,0.8
"Tasmania - North","Waterhouse Bay","2018","Ecklonia radiata",-40.84431,147.61958,0
"Tasmania - North","Waterhouse Island West","2018","Ecklonia radiata",-40.80484,147.6208,0
"Tasmania - North","North Croppies Point, 10m","2018","Ecklonia radiata",-40.84724,147.5937,0
"Tasmania - North East ","Ile des Phoques","1992","Ecklonia radiata",-42.41202,148.16177,47.45
"Tasmania - North East ","Ile des Phoques","1993","Ecklonia radiata",-42.41202,148.16177,42.1
"Tasmania - North East ","Schouten 1","1992","Ecklonia radiata",-42.31115,148.23512,23.2
"Tasmania - North East ","Schouten 2","1992","Ecklonia radiata",-42.29195,148.25294,53.9
"Tasmania - North East ","Schouten 3","1992","Ecklonia radiata",-42.29524,148.27637,50.8
"Tasmania - North East ","Schouten 3","1993","Ecklonia radiata",-42.29524,148.27637,68.7
"Tasmania - North East ","North West, Schouten","1992","Ecklonia radiata",-42.29332,148.28851,80.1
"Tasmania - North East ","North West, Schouten","1993","Ecklonia radiata",-42.29332,148.28851,84
"Tasmania - North East ","North West, Schouten","1994","Ecklonia radiata",-42.29332,148.28851,75.4
"Tasmania - North East ","St Helens Island","1994","Ecklonia radiata",-41.34432,148.33971,32.3
"Tasmania - North East ","St Helens Rocks","1994","Ecklonia radiata",-41.28787,148.368,23.8
"Tasmania - North East ","Gardens Rocks","1994","Ecklonia radiata",-41.20793,148.29163,68.15
"Tasmania - North East ","Binalong Bay","1994","Ecklonia radiata",-41.24639,148.31609,54.7
"Tasmania - North East ","Eddystone Point South","1994","Ecklonia radiata",-40.99447,148.34607,23.5
"Tasmania - North East ","Eddystone Point North","1994","Ecklonia radiata",-40.98914,148.34775,9.8
"Tasmania - North East ","Kelvadon Point","1994","Ecklonia radiata",-42.18987,148.069,11.4
"Tasmania - North East ","Swan Island","1994","Ecklonia radiata",-40.73547,148.12331,46.1
"Tasmania - North East ","Swan Island Light","1994","Ecklonia radiata",-40.73247,148.1273,26.6
"Tasmania - North East ","Sloop Point","1994","Ecklonia radiata",-42.30987,145.19464,31.5
"Tasmania - North East ","Ile des Phoques","1997","Ecklonia radiata",-42.41202,148.16177,56.2
"Tasmania - North East ","North West, Schouten","1997","Ecklonia radiata",-42.29332,148.28851,67
"Tasmania - North East ","North West, Schouten","2000","Ecklonia radiata",-42.29332,148.28851,95.8
"Tasmania - North East ","Binalong Bay","1999","Ecklonia radiata",-41.24639,148.31609,21.1
"Tasmania - North East ","Skeleton Rk East","1999","Ecklonia radiata",-41.24843,148.33107,66.5
"Tasmania - North East ","Grants Point West, 10m","1999","Ecklonia radiata",-41.25027,148.33548,64.1
"Tasmania - North East ","St Helens Island, 10m","1999","Ecklonia radiata",-41.35428,148.3427,90.2
"Tasmania - North East ","St Helens Point, 10m","1999","Ecklonia radiata",-41.27299,148.35394,40.2
"Tasmania - North East ","Elephant Rock, 5m","1999","Ecklonia radiata",-41.25126,148.33968,30.3
"Tasmania - North East ","Elephant Rock, 10m","1999","Ecklonia radiata",-41.25195,148.341,45.7
"Tasmania - North East ","Skeleton Bay East","1999","Ecklonia radiata",-41.25041,148.32396,63.6
"Tasmania - North East ","Skeleton Bay West, 10m","1999","Ecklonia radiata",-41.24904,148.31802,58.2
"Tasmania - North East ","Grants Point South","1999","Ecklonia radiata",-41.26009,148.33829,30.4
"Tasmania - North East ","St Helens Point, 5m","1999","Ecklonia radiata",-41.2735,148.35448,25.2
"Tasmania - North East ","Grants Point West, 5m","1999","Ecklonia radiata",-41.25111,148.33565,56.8
"Tasmania - North East ","Ile des Phoques","2006","Ecklonia radiata",-42.41202,148.16177,60.2
"Tasmania - North East ","Little Bluestone Bay, 10m","2006","Ecklonia radiata",-42.1107,148.34172,54.5
"Tasmania - North East ","Sleepy Bay North, 10m","2006","Ecklonia radiata",-42.13158,148.32687,48.3
"Tasmania - North East ","Butler's Point, 10m","2006","Ecklonia radiata",-41.96518,148.3085,0.9
"Tasmania - North East ","Friendly Point, 10m","2006","Ecklonia radiata",-42.05611,148.30429,19.1
"Tasmania - North East ","Cape Forestier, 10m","2006","Ecklonia radiata",-42.18272,148.34564,56.7
"Tasmania - North East ","Schouten 1","2006","Ecklonia radiata",-42.31115,148.23512,35.4
"Tasmania - North East ","Schouten 2","2006","Ecklonia radiata",-42.29195,148.25294,14.6
"Tasmania - North East ","Schouten 3","2006","Ecklonia radiata",-42.29524,148.27637,27.8
"Tasmania - North East ","North West, Schouten","2006","Ecklonia radiata",-42.29332,148.28851,49.4
"Tasmania - North East ","Bryans","2006","Ecklonia radiata",-42.25714,148.27303,23.9
"Tasmania - North East ","Weatherhead Point Light","2006","Ecklonia radiata",-42.23265,148.25179,8.7
"Tasmania - North East ","North  Weatherhead","2006","Ecklonia radiata",-42.22826,148.25371,0.7
"Tasmania - North East ","South Hazard","2006","Ecklonia radiata",-42.21498,148.27242,3
"Tasmania - North East ","Refuge Island","2006","Ecklonia radiata",-42.17929,148.26071,0
"Tasmania - North East ","Fleurieu Point","2006","Ecklonia radiata",-42.16828,148.26195,0.2
"Tasmania - North East ","South of Fisheries","2006","Ecklonia radiata",-42.15631,148.26477,14.8
"Tasmania - North East ","Fisheries","2006","Ecklonia radiata",-42.14191,148.29073,2.9
"Tasmania - North East ","St Helens Island","2006","Ecklonia radiata",-41.34432,148.33971,37.7
"Tasmania - North East ","St Helens Rocks","2006","Ecklonia radiata",-41.28787,148.368,14
"Tasmania - North East ","Gardens Rocks","2006","Ecklonia radiata",-41.20793,148.29163,35.45
"Tasmania - North East ","Binalong Bay","2006","Ecklonia radiata",-41.24639,148.31609,27.5
"Tasmania - North East ","Eddystone Point South","2006","Ecklonia radiata",-40.99447,148.34607,13.4
"Tasmania - North East ","Eddystone Point North","2006","Ecklonia radiata",-40.98914,148.34775,1.7
"Tasmania - North East ","Kelvadon Point","2006","Ecklonia radiata",-42.18987,148.069,1.3
"Tasmania - North East ","Skeleton Rk East","2006","Ecklonia radiata",-41.24843,148.33107,51.7
"Tasmania - North East ","Grants Point West, 10m","2006","Ecklonia radiata",-41.25027,148.33548,49.9
"Tasmania - North East ","St Helens Island, 10m","2006","Ecklonia radiata",-41.35428,148.3427,57.9
"Tasmania - North East ","St Helens Point, 10m","2006","Ecklonia radiata",-41.27299,148.35394,30.3
"Tasmania - North East ","Elephant Rock, 5m","2006","Ecklonia radiata",-41.25126,148.33968,35.4
"Tasmania - North East ","Elephant Rock, 10m","2006","Ecklonia radiata",-41.25195,148.341,42.6
"Tasmania - North East ","Skeleton Bay East","2006","Ecklonia radiata",-41.25041,148.32396,37.7
"Tasmania - North East ","Skeleton Bay West, 10m","2006","Ecklonia radiata",-41.24904,148.31802,64.3
"Tasmania - North East ","Grants Point South","2006","Ecklonia radiata",-41.26009,148.33829,28.2
"Tasmania - North East ","St Helens Point, 5m","2006","Ecklonia radiata",-41.2735,148.35448,6.8
"Tasmania - North East ","Grants Point West, 5m","2006","Ecklonia radiata",-41.25111,148.33565,29
"Tasmania - North East ","Ironhouse, 10m","2006","Ecklonia radiata",-41.5816,148.31752,1.9
"Tasmania - North East ","Swan Island","2006","Ecklonia radiata",-40.73547,148.12331,28.7
"Tasmania - North East ","Swan Island Light","2006","Ecklonia radiata",-40.73247,148.1273,18.8
"Tasmania - North East ","Sloop Point","2006","Ecklonia radiata",-42.30987,145.19464,0.2
"Tasmania - North East ","Sloop Point","2018","Ecklonia radiata",-42.30987,145.19464,0.1
"Tasmania - North East ","Swan Island","2018","Ecklonia radiata",-40.73547,148.12331,28.7
"Tasmania - North East ","Swan Island Light","2018","Ecklonia radiata",-40.73247,148.1273,15.5
"Tasmania - North East ","Schouten 1","2018","Ecklonia radiata",-42.31115,148.23512,16.8
"Tasmania - North East ","Schouten 3","2018","Ecklonia radiata",-42.29524,148.27637,63.3
"Tasmania - North East ","Binalong Bay","2018","Ecklonia radiata",-41.24639,148.31609,26.2
"Tasmania - North East ","Skeleton Rk East","2018","Ecklonia radiata",-41.24843,148.33107,46.8
"Tasmania - North East ","St Helens Point, 10m","2018","Ecklonia radiata",-41.27299,148.35394,31.9
"Tasmania - North East ","Skeleton Bay East","2018","Ecklonia radiata",-41.25041,148.32396,26.4
"Tasmania - North East ","Skeleton Bay West, 10m","2018","Ecklonia radiata",-41.24904,148.31802,35.5
"Tasmania - North East ","St Helens Point, 5m","2018","Ecklonia radiata",-41.2735,148.35448,35.8
"Tasmania - South","Actaeon Island","1994","Ecklonia radiata",-43.52525,146.99609,3.4
"Tasmania - South","West of Surprise Bay","1994","Ecklonia radiata",-43.58314,146.64206,0.1
"Tasmania - South","Shoemaker Bay","1994","Ecklonia radiata",-43.60043,146.66676,17.3
"Tasmania - South","South East Cape North","1994","Ecklonia radiata",-43.6415,146.8324,9.6
"Tasmania - South","Whale Head","1994","Ecklonia radiata",-43.6345,146.8734,2.3
"Tasmania - South","South Cape Site 1","1994","Ecklonia radiata",-43.63051,146.70947,3.6
"Tasmania - South","South Cape Site 2","1994","Ecklonia radiata",-43.62442,146.72827,2.2
"Tasmania - South","Window Pane Bay","1994","Ecklonia radiata",-43.46678,146.01093,7.4
"Tasmania - South","New Harbour","1994","Ecklonia radiata",-43.5205,146.14854,1
"Tasmania - South","Maatsuyker Island","1994","Ecklonia radiata",-43.64451,146.28342,0.5
"Tasmania - South","De Witt Island","1994","Ecklonia radiata",-43.59151,146.37741,19.3
"Tasmania - South","Actaeon Island","2006","Ecklonia radiata",-43.52525,146.99609,0.15
"Tasmania - South","West of Surprise Bay","2007","Ecklonia radiata",-43.58314,146.64206,3.7
"Tasmania - South","Shoemaker Bay","2007","Ecklonia radiata",-43.60043,146.66676,12.4
"Tasmania - South","South Cape Site 1","2007","Ecklonia radiata",-43.63051,146.70947,7.7
"Tasmania - South","South Cape Rivulet","2007","Ecklonia radiata",-43.60698,146.78482,13.5
"Tasmania - South","South Cape Site 2","2007","Ecklonia radiata",-43.62442,146.72827,0.4
"Tasmania - South","Window Pane Bay","2007","Ecklonia radiata",-43.46678,146.01093,9.4
"Tasmania - South","New Harbour","2006","Ecklonia radiata",-43.5205,146.14854,2.1
"Tasmania - South","Maatsuyker Island","2007","Ecklonia radiata",-43.64451,146.28342,11
"Tasmania - South","De Witt Island","2007","Ecklonia radiata",-43.59151,146.37741,40
"Tasmania - South","Actaeon Island","2015","Ecklonia radiata",-43.52525,146.99609,2
"Tasmania - South","Actaeon Island S2","2015","Ecklonia radiata",-43.53484,146.99289,4
"Tasmania - South","West of Surprise Bay","2018","Ecklonia radiata",-43.58314,146.64206,0.6
"Tasmania - South","Shoemaker Bay","2018","Ecklonia radiata",-43.60043,146.66676,9.2
"Tasmania - South","Whale Head","2018","Ecklonia radiata",-43.6345,146.8734,1.2
"Tasmania - South","South Cape Site 1","2018","Ecklonia radiata",-43.63051,146.70947,2.7
"Tasmania - South","South Cape Rivulet","2018","Ecklonia radiata",-43.60698,146.78482,3.4
"Tasmania - South","South Cape Site 2","2018","Ecklonia radiata",-43.62442,146.72827,0
"Tasmania - South East","Bunker Bay (Tas)","1993","Ecklonia radiata",-42.66348,148.13635,17.6
"Tasmania - South East","Cape Bougainville","1992","Ecklonia radiata",-42.50664,148.0032,13.95
"Tasmania - South East","Grindstone Bay","1993","Ecklonia radiata",-42.43884,148.00484,0
"Tasmania - South East","Iron Pot","1994","Ecklonia radiata",-43.05849,147.41638,57.4
"Tasmania - South East","Betsy Island North West","1994","Ecklonia radiata",-43.04491,147.47144,7.4
"Tasmania - South East","Deep Glen Bay shallow","1994","Ecklonia radiata",-42.97053,147.98836,14.9
"Tasmania - South East","Rockslide","1994","Ecklonia radiata",-42.99812,147.95401,5.6
"Tasmania - South East","Waterfall Bay","1994","Ecklonia radiata",-43.06085,147.94791,23.6
"Tasmania - South East","Isle of the Dead","1994","Ecklonia radiata",-43.14849,147.86937,30.2
"Tasmania - South East","Lagoon Bay","1994","Ecklonia radiata",-42.88355,147.97357,20
"Tasmania - South East","Two Mile Beach","1994","Ecklonia radiata",-42.86948,147.95836,32.2
"Tasmania - South East","Fortescue Bay","1994","Ecklonia radiata",-43.13064,147.96057,51.2
"Tasmania - South East","Port Arthur/Stewarts Bay","1994","Ecklonia radiata",-43.13749,147.86636,22.8
"Tasmania - South East","Variety Bay","1994","Ecklonia radiata",-43.18762,147.41248,24.2
"Tasmania - South East","One Tree Point (South)","1994","Ecklonia radiata",-43.12849,147.40138,24.6
"Tasmania - South East","Cape Queen Elizabeth","1994","Ecklonia radiata",-43.25349,147.42538,14
"Tasmania - South East","Bunker Bay (Tas)","2006","Ecklonia radiata",-42.66348,148.13635,24.6
"Tasmania - South East","Cape Bougainville","2006","Ecklonia radiata",-42.50664,148.0032,9.3
"Tasmania - South East","Grindstone Bay","2006","Ecklonia radiata",-42.43884,148.00484,2.2
"Tasmania - South East","Iron Pot","2006","Ecklonia radiata",-43.05849,147.41638,37.1
"Tasmania - South East","Betsy Island North West","2006","Ecklonia radiata",-43.04491,147.47144,2.7
"Tasmania - South East","Deep Glen Bay shallow","2006","Ecklonia radiata",-42.97053,147.98836,38.9
"Tasmania - South East","Rockslide","2006","Ecklonia radiata",-42.99812,147.95401,12.1
"Tasmania - South East","Waterfall Bay","2006","Ecklonia radiata",-43.06085,147.94791,22.5
"Tasmania - South East","Isle of the Dead","2006","Ecklonia radiata",-43.14849,147.86937,14.9
"Tasmania - South East","Lagoon Bay","2006","Ecklonia radiata",-42.88355,147.97357,10.1
"Tasmania - South East","Two Mile Beach","2006","Ecklonia radiata",-42.86948,147.95836,33.8
"Tasmania - South East","Fortescue Bay","2006","Ecklonia radiata",-43.13064,147.96057,32.05
"Tasmania - South East","Port Arthur/Stewarts Bay","2006","Ecklonia radiata",-43.13749,147.86636,14.6
"Tasmania - South East","North of Rockslide/Knobby's Wall","2006","Ecklonia radiata",-42.98333,147.96611,24.4
"Tasmania - South East","Cape Surville South Bay","2006","Ecklonia radiata",-42.95805,147.99416,11.9
"Tasmania - South East","High Yellow Bluff","2007","Ecklonia radiata",-42.92711,147.99605,1.1
"Tasmania - South East","High Yellow Bluff South","2007","Ecklonia radiata",-42.93611,147.98848,4.6
"Tasmania - South East","Fossil Island","2007","Ecklonia radiata",-43.0298,147.94484,11.8
"Tasmania - South East","Boulder Beach","2007","Ecklonia radiata",-43.00237,147.94841,0
"Tasmania - South East","Clyde Island","2007","Ecklonia radiata",-43.01036,147.93999,50.7
"Tasmania - South East","Variety Bay","2007","Ecklonia radiata",-43.18762,147.41248,13.5
"Tasmania - South East","One Tree Point (South)","2007","Ecklonia radiata",-43.12849,147.40138,25.7
"Tasmania - South East","Cape Queen Elizabeth","2006","Ecklonia radiata",-43.25349,147.42538,2.5
"Tasmania - South East","Bull Bay South","2006","Ecklonia radiata",-43.0883,147.37183,46.6
"Tasmania - South East","North of One Tree Point","2006","Ecklonia radiata",-43.10133,147.38246,46
"Tasmania - South East","South of One Tree Point","2006","Ecklonia radiata",-43.1147,147.38959,20.2
"Tasmania - South East","Trumpeter Bay North","2006","Ecklonia radiata",-43.14666,147.39424,18.3
"Tasmania - South East","Trumpeter Bay South","2006","Ecklonia radiata",-43.16618,147.40436,54.1
"Tasmania - South East","Variety Bay South ","2007","Ecklonia radiata",-43.20444,147.41701,15.9
"Tasmania - South East","North Passage","2015","Ecklonia radiata",-43.10058,147.70619,18.8
"Tasmania - South East","Apex Point","2015","Ecklonia radiata",-43.1077,147.71741,15.1333333333333
"Tasmania - South East","Variety Bay","2015","Ecklonia radiata",-43.18762,147.41248,8.26666666666667
"Tasmania - South East","Variety Bay S2","2015","Ecklonia radiata",-43.19281,147.41196,9.2
"Tasmania - South East","Variety Bay","2018","Ecklonia radiata",-43.18762,147.41248,18.6
"Tasmania - South East","One Tree Point (South)","2018","Ecklonia radiata",-43.12849,147.40138,4.2
"Tasmania - South East","Deep Glen Bay shallow","2018","Ecklonia radiata",-42.97053,147.98836,7.8
"Tasmania - South East","Rockslide","2018","Ecklonia radiata",-42.99812,147.95401,5.5
"Tasmania - South East","Waterfall Bay","2018","Ecklonia radiata",-43.06085,147.94791,37.05
"Tasmania - South East","Isle of the Dead","2018","Ecklonia radiata",-43.14849,147.86937,27.75
"Tasmania - South East","Lagoon Bay","2018","Ecklonia radiata",-42.88355,147.97357,17.2
"Tasmania - South East","Two Mile Beach","2018","Ecklonia radiata",-42.86948,147.95836,29
"Tasmania - South East","Port Arthur/Stewarts Bay","2018","Ecklonia radiata",-43.13749,147.86636,29.6
"Tasmania - South East","Cape Bougainville","2018","Ecklonia radiata",-42.50664,148.0032,23
"Tasmania - South East","Fortescue Bay","2018","Ecklonia radiata",-43.13064,147.96057,36.4
"Tasmania - West","Brier Holme Bay","1994","Ecklonia radiata",-43.11351,145.71341,23.9
"Tasmania - West","Low Rocks Point","1994","Ecklonia radiata",-42.98451,145.51041,13.5
"Tasmania - West","Bluff Hill Point","1994","Ecklonia radiata",-41.00586,144.61076,0.3
"Tasmania - West","West Point","1994","Ecklonia radiata",-40.9316,144.616,0
"Tasmania - West","Green Point","1994","Ecklonia radiata",-40.89886,144.64969,1.6
"Tasmania - West","Cape Sorrell Halfway","1994","Ecklonia radiata",-42.19536,145.18481,33.35
"Tasmania - West","Breakwater","1994","Ecklonia radiata",-42.19954,145.20023,41.8
"Tasmania - West","Cape Sorrel Light","1994","Ecklonia radiata",-42.19641,145.16962,48.2
"Tasmania - West","Cape Sorrel End","1994","Ecklonia radiata",-42.19532,145.16692,2.4
"Tasmania - West","South Cape Sorrell","1994","Ecklonia radiata",-42.21403,145.18864,5.4
"Tasmania - West","Green Point","1995","Ecklonia radiata",-40.89886,144.64969,4.8
"Tasmania - West","Brier Holme Bay","2007","Ecklonia radiata",-43.11351,145.71341,2.3
"Tasmania - West","Low Rocks Point","2007","Ecklonia radiata",-42.98451,145.51041,4.5
"Tasmania - West","Bluff Hill Point","2007","Ecklonia radiata",-41.00586,144.61076,0
"Tasmania - West","West Point","2007","Ecklonia radiata",-40.9316,144.616,0
"Tasmania - West","Green Point","2007","Ecklonia radiata",-40.89886,144.64969,4.7
"Tasmania - West","Cape Sorrell Halfway","2006","Ecklonia radiata",-42.19536,145.18481,45.55
"Tasmania - West","Breakwater","2006","Ecklonia radiata",-42.19954,145.20023,30.5
"Tasmania - West","Cape Sorrel Light","2006","Ecklonia radiata",-42.19641,145.16962,22.7
"Tasmania - West","Cape Sorrel End","2006","Ecklonia radiata",-42.19532,145.16692,18.2
"Tasmania - West","South Cape Sorrell","2006","Ecklonia radiata",-42.21403,145.18864,1.3
"Tasmania - West","Bluff Hill Point","2018","Ecklonia radiata",-41.00586,144.61076,0.8
"Tasmania - West","West Point","2018","Ecklonia radiata",-40.9316,144.616,0.6
"Tasmania - West","Green Point","2018","Ecklonia radiata",-40.89886,144.64969,0.35
"Tasmania - West","Cape Sorrell Halfway","2018","Ecklonia radiata",-42.19536,145.18481,43.25
"Tasmania - West","Breakwater","2018","Ecklonia radiata",-42.19954,145.20023,52.4
"Tasmania - West","Cape Sorrel Light","2018","Ecklonia radiata",-42.19641,145.16962,26.3
"Tasmania - West","Cape Sorrel End","2018","Ecklonia radiata",-42.19532,145.16692,12.3
"Tasmania - West","South Cape Sorrell","2018","Ecklonia radiata",-42.21403,145.18864,2.3
"Tasmania - West","Trefoil Island","2018","Ecklonia radiata",-40.63573,144.70172,5.3
"Tasmania - West","East of Doughboys","2018","Ecklonia radiata",-40.6705,144.68429,0
"Tasmania - West","Doughboys","2018","Ecklonia radiata",-40.66972,144.67932,16.4
"Tinderbox","Central Tinderbox","1992","Ecklonia radiata",-43.05907,147.33253,6.2
"Tinderbox","Central Tinderbox","1993","Ecklonia radiata",-43.05907,147.33253,5.55
"Tinderbox","Central Tinderbox","1994","Ecklonia radiata",-43.05907,147.33253,0
"Tinderbox","Piersons Point","1992","Ecklonia radiata",-43.0534,147.3421,65.2
"Tinderbox","Piersons Point","1993","Ecklonia radiata",-43.0534,147.3421,62.3
"Tinderbox","Piersons Point","1994","Ecklonia radiata",-43.0534,147.3421,58
"Tinderbox","Lucas Point","1992","Ecklonia radiata",-43.03834,147.33894,19.35
"Tinderbox","Lucas Point","1993","Ecklonia radiata",-43.03834,147.33894,11.75
"Tinderbox","Lucas Point","1994","Ecklonia radiata",-43.03834,147.33894,5.5
"Tinderbox","Dennes Point","1992","Ecklonia radiata",-43.06273,147.35709,63.25
"Tinderbox","Dennes Point","1993","Ecklonia radiata",-43.06273,147.35709,45.15
"Tinderbox","Dennes Point","1994","Ecklonia radiata",-43.06273,147.35709,58.8
"Tinderbox","Central Tinderbox","1995","Ecklonia radiata",-43.05907,147.33253,1.1
"Tinderbox","Central Tinderbox","1996","Ecklonia radiata",-43.05907,147.33253,1.2
"Tinderbox","Central Tinderbox","1997","Ecklonia radiata",-43.05907,147.33253,2.5
"Tinderbox","Central Tinderbox","1999","Ecklonia radiata",-43.05907,147.33253,3.35
"Tinderbox","Central Tinderbox","2000","Ecklonia radiata",-43.05907,147.33253,5.4
"Tinderbox","Central Tinderbox","2001","Ecklonia radiata",-43.05907,147.33253,2.85
"Tinderbox","Central Tinderbox","2002","Ecklonia radiata",-43.05907,147.33253,2.2
"Tinderbox","Piersons Point","1995","Ecklonia radiata",-43.0534,147.3421,47.2
"Tinderbox","Piersons Point","1996","Ecklonia radiata",-43.0534,147.3421,39.3
"Tinderbox","Piersons Point","1997","Ecklonia radiata",-43.0534,147.3421,46.1
"Tinderbox","Piersons Point","1999","Ecklonia radiata",-43.0534,147.3421,40.05
"Tinderbox","Piersons Point","2000","Ecklonia radiata",-43.0534,147.3421,40.6
"Tinderbox","Piersons Point","2001","Ecklonia radiata",-43.0534,147.3421,44.3
"Tinderbox","Piersons Point","2002","Ecklonia radiata",-43.0534,147.3421,60.3
"Tinderbox","Lucas Point","1995","Ecklonia radiata",-43.03834,147.33894,13.8
